MariaDB [kokiri_apr23]> select distinct revision, branch from test_run where length(revision)<6 order by 2,1;
+----------+---------------------------------+
| revision | branch                          |
| 2763     | 5.1-merge                       |
| 2765     | 5.1-merge                       |
| 2766     | 5.1-merge                       |
| 2767     | 5.1-merge                       |
| 2768     | 5.1-merge                       |
| 2769     | 5.1-merge                       |
| 2770     | 5.1-merge                       |
| 2771     | 5.1-merge                       |
| 2772     | 5.1-merge                       |
| 2773     | 5.1-merge                       |
| 2774     | 5.1-merge                       |
| 2775     | 5.1-merge                       |
| 2776     | 5.1-merge                       |
| 2777     | 5.1-merge                       |
| 2778     | 5.1-merge                       |
| 2779     | 5.1-merge                       |
| 2799     | 5.1-merge                       |
| 2800     | 5.1-merge                       |
| 2801     | 5.1-merge                       |
| 2802     | 5.1-merge                       |
| 2804     | 5.1-merge                       |
| 2805     | 5.1-merge                       |
| 2806     | 5.1-merge                       |
| 2807     | 5.1-merge                       |
| 2872     | 5.1-merge                       |
| 2873     | 5.1-merge                       |
| 2876     | 5.1-merge                       |
| 2877     | 5.1-merge                       |
| 2878     | 5.1-merge                       |
| 2879     | 5.1-merge                       |
| 2880     | 5.1-merge                       |
| 2892     | 5.1-merge                       |
| 3031     | 5.1-merge                       |
| 3032     | 5.1-merge                       |
| 3036     | 5.1-merge                       |
| 3037     | 5.1-merge                       |
| 3038     | 5.1-merge                       |
| 3039     | 5.1-merge                       |
| 3040     | 5.1-merge                       |
| 3041     | 5.1-merge                       |
| 3042     | 5.1-merge                       |
| 3043     | 5.1-merge                       |
| 3044     | 5.1-merge                       |
| 3537     | 5.1-micro                       |
| 3540     | 5.1-micro                       |
| 3541     | 5.1-micro                       |
| 3562     | 5.1-micro                       |
| 3570     | 5.1-micro                       |
| 3571     | 5.1-micro                       |
| 3576     | 5.1-micro                       |
| 3580     | 5.1-micro                       |
| 3581     | 5.1-micro                       |
| 3582     | 5.1-micro                       |
| 3583     | 5.1-micro                       |
| 2742     | 5.1-release                     |
| 2763     | 5.1-release                     |
| 2764     | 5.1-release                     |
| 2765     | 5.1-release                     |
| 2766     | 5.1-release                     |
| 2768     | 5.1-release                     |
| 2777     | 5.1-release                     |
| 2779     | 5.1-release                     |
| 2780     | 5.1-release                     |
| 2781     | 5.1-release                     |
| 2782     | 5.1-release                     |
| 2783     | 5.1-release                     |
| 2785     | 5.1-release                     |
| 2786     | 5.1-release                     |
| 2787     | 5.1-release                     |
| 2788     | 5.1-release                     |
| 2790     | 5.1-release                     |
| 2791     | 5.1-release                     |
| 2792     | 5.1-release                     |
| 2795     | 5.1-release                     |
| 2796     | 5.1-release                     |
| 2811     | 5.1-release                     |
| 2813     | 5.1-release                     |
| 2831     | 5.1-release                     |
| 2832     | 5.1-release                     |
| 2835     | 5.1-release                     |
| 2849     | 5.1-release                     |
| 2850     | 5.1-release                     |
| 2851     | 5.1-release                     |
| 2854     | 5.1-release                     |
| 2855     | 5.1-release                     |
| 2856     | 5.1-release                     |
| 2857     | 5.1-release                     |
| 2858     | 5.1-release                     |
| 2860     | 5.1-release                     |
| 2861     | 5.1-release                     |
| 2862     | 5.1-release                     |
| 2863     | 5.1-release                     |
| 2864     | 5.1-release                     |
| 2865     | 5.1-release                     |
| 2866     | 5.1-release                     |
| 2867     | 5.1-release                     |
| 2868     | 5.1-release                     |
| 2869     | 5.1-release                     |
| 2872     | 5.1-release                     |
| 2873     | 5.1-release                     |
| 2874     | 5.1-release                     |
| 2875     | 5.1-release                     |
| 2876     | 5.1-release                     |
| 2877     | 5.1-release                     |
| 2878     | 5.1-release                     |
| 2879     | 5.1-release                     |
| 2880     | 5.1-release                     |
| 2881     | 5.1-release                     |
| 2890     | 5.1-release                     |
| 2892     | 5.1-release                     |
| 2893     | 5.1-release                     |
| 2894     | 5.1-release                     |
| 2895     | 5.1-release                     |
| 2896     | 5.1-release                     |
| 2899     | 5.1-release                     |
| 2900     | 5.1-release                     |
| 2901     | 5.1-release                     |
| 2902     | 5.1-release                     |
| 2904     | 5.1-release                     |
| 2905     | 5.1-release                     |
| 2906     | 5.1-release                     |
| 2907     | 5.1-release                     |
| 2909     | 5.1-release                     |
| 2911     | 5.1-release                     |
| 2912     | 5.1-release                     |
| 2913     | 5.1-release                     |
| 2914     | 5.1-release                     |
| 2915     | 5.1-release                     |
| 2917     | 5.1-release                     |
| 2918     | 5.1-release                     |
| 2919     | 5.1-release                     |
| 2920     | 5.1-release                     |
| 2921     | 5.1-release                     |
| 2922     | 5.1-release                     |
| 2923     | 5.1-release                     |
| 2924     | 5.1-release                     |
| 2926     | 5.1-release                     |
| 2927     | 5.1-release                     |
| 2928     | 5.1-release                     |
| 2929     | 5.1-release                     |
| 2931     | 5.1-release                     |
| 2932     | 5.1-release                     |
| 2933     | 5.1-release                     |
| 2934     | 5.1-release                     |
| 2984     | 5.1-release                     |
| 3081     | 5.1-release                     |
| 3107     | 5.1-release                     |
| 3116     | 5.1-release                     |
| 3120     | 5.1-release                     |
| 3121     | 5.1-release                     |
| 3150     | 5.1-release                     |
| 2950     | 5.1-serg                        |
| 2951     | 5.1-serg                        |
| 2952     | 5.1-serg                        |
| 2953     | 5.1-serg                        |
| 2954     | 5.1-serg                        |
| 2955     | 5.1-serg                        |
| 2956     | 5.1-serg                        |
| 2957     | 5.1-serg                        |
| 2959     | 5.1-serg                        |
| 2960     | 5.1-serg                        |
| 2961     | 5.1-serg                        |
| 2963     | 5.1-serg                        |
| 2964     | 5.1-serg                        |
| 3016     | 5.1-serg                        |
| 3022     | 5.1-serg                        |
| 3025     | 5.1-serg                        |
| 3028     | 5.1-serg                        |
| 3048     | 5.1-serg                        |
| 3051     | 5.1-serg                        |
| 3074     | 5.1-serg                        |
| 3077     | 5.1-serg                        |
| 3078     | 5.1-serg                        |
| 3079     | 5.1-serg                        |
| 3081     | 5.1-serg                        |
| 3082     | 5.1-serg                        |
| 3083     | 5.1-serg                        |
| 3092     | 5.1-serg                        |
| 3093     | 5.1-serg                        |
| 3096     | 5.1-serg                        |
| 3097     | 5.1-serg                        |
| 3098     | 5.1-serg                        |
| 3099     | 5.1-serg                        |
| 3100     | 5.1-serg                        |
| 3101     | 5.1-serg                        |
| 3102     | 5.1-serg                        |
| 3103     | 5.1-serg                        |
| 3104     | 5.1-serg                        |
| 3105     | 5.1-serg                        |
| 3120     | 5.1-serg                        |
| 3124     | 5.1-serg                        |
| 3125     | 5.1-serg                        |
| 3126     | 5.1-serg                        |
| 3127     | 5.1-serg                        |
| 3130     | 5.1-serg                        |
| 3136     | 5.1-serg                        |
| 3139     | 5.1-serg                        |
| 3142     | 5.1-serg                        |
| 3145     | 5.1-serg                        |
| 3146     | 5.1-serg                        |
| 3148     | 5.1-serg                        |
| 3149     | 5.1-serg                        |
| 3150     | 5.1-serg                        |
| 3151     | 5.1-serg                        |
| 3152     | 5.1-serg                        |
| 3153     | 5.1-serg                        |
| 3155     | 5.1-serg                        |
| 3156     | 5.1-serg                        |
| 3160     | 5.1-serg                        |
| 3163     | 5.1-serg                        |
| 3164     | 5.1-serg                        |
| 3165     | 5.1-serg                        |
| 3166     | 5.1-serg                        |
| 3167     | 5.1-serg                        |
| 3168     | 5.1-serg                        |
| 3169     | 5.1-serg                        |
| 3170     | 5.1-serg                        |
| 3172     | 5.1-serg                        |
| 3173     | 5.1-serg                        |
| 3177     | 5.1-serg                        |
| 3179     | 5.1-serg                        |
| 3180     | 5.1-serg                        |
| 3184     | 5.1-serg                        |
| 3185     | 5.1-serg                        |
| 3187     | 5.1-serg                        |
| 3188     | 5.1-serg                        |
| 3195     | 5.1-serg                        |
| 3196     | 5.1-serg                        |
| 3200     | 5.1-serg                        |
| 3201     | 5.1-serg                        |
| 3202     | 5.1-serg                        |
| 3209     | 5.1-serg                        |
| 3213     | 5.1-serg                        |
| 3215     | 5.1-serg                        |
| 3216     | 5.1-serg                        |
| 3218     | 5.1-serg                        |
| 3219     | 5.1-serg                        |
| 3004     | 5.1-windows-packaging           |
| 3011     | 5.1-windows-packaging           |
| 3016     | 5.1-windows-packaging           |
| 3017     | 5.1-windows-packaging           |
| 3018     | 5.1-windows-packaging           |
| 3019     | 5.1-windows-packaging           |
| 3022     | 5.1-windows-packaging           |
| 3023     | 5.1-windows-packaging           |
| 2764     | 5.1.39-oqgraph                  |
| 2765     | 5.1.39-oqgraph                  |
| 2766     | 5.1.39-oqgraph                  |
| 2767     | 5.1.39-oqgraph                  |
| 2768     | 5.1.39-oqgraph                  |
| 2771     | 5.1.39-oqgraph                  |
| 2772     | 5.1.39-oqgraph                  |
| 2773     | 5.1.39-oqgraph                  |
| 2774     | 5.1.39-oqgraph                  |
| 2776     | 5.1.39-oqgraph                  |
| 2777     | 5.1.39-oqgraph                  |
| 2778     | 5.1.39-oqgraph                  |
| 2779     | 5.1.39-oqgraph                  |
| 2780     | 5.1.39-oqgraph                  |
| 2781     | 5.1.39-oqgraph                  |
| 2726     | 5.2                             |
| 2727     | 5.2                             |
| 2729     | 5.2                             |
| 2730     | 5.2                             |
| 2731     | 5.2                             |
| 2732     | 5.2                             |
| 2733     | 5.2                             |
| 2734     | 5.2                             |
| 2735     | 5.2                             |
| 2736     | 5.2                             |
| 2737     | 5.2                             |
| 2738     | 5.2                             |
| 2739     | 5.2                             |
| 2740     | 5.2                             |
| 2741     | 5.2                             |
| 2742     | 5.2                             |
| 2743     | 5.2                             |
| 2744     | 5.2                             |
| 2745     | 5.2                             |
| 2746     | 5.2                             |
| 2747     | 5.2                             |
| 2748     | 5.2                             |
| 2749     | 5.2                             |
| 2750     | 5.2                             |
| 2751     | 5.2                             |
| 2754     | 5.2                             |
| 2757     | 5.2                             |
| 2758     | 5.2                             |
| 2759     | 5.2                             |
| 2760     | 5.2                             |
| 2761     | 5.2                             |
| 2765     | 5.2                             |
| 2766     | 5.2                             |
| 2767     | 5.2                             |
| 2768     | 5.2                             |
| 2769     | 5.2                             |
| 2770     | 5.2                             |
| 2771     | 5.2                             |
| 2772     | 5.2                             |
| 2773     | 5.2                             |
| 2774     | 5.2                             |
| 2775     | 5.2                             |
| 2776     | 5.2                             |
| 2777     | 5.2                             |
| 2778     | 5.2                             |
| 2780     | 5.2                             |
| 2781     | 5.2                             |
| 2782     | 5.2                             |
| 2783     | 5.2                             |
| 2784     | 5.2                             |
| 2785     | 5.2                             |
| 2786     | 5.2                             |
| 2788     | 5.2                             |
| 2790     | 5.2                             |
| 2793     | 5.2                             |
| 2794     | 5.2                             |
| 2795     | 5.2                             |
| 2796     | 5.2                             |
| 2798     | 5.2                             |
| 2800     | 5.2                             |
| 2802     | 5.2                             |
| 2804     | 5.2                             |
| 2805     | 5.2                             |
| 2806     | 5.2                             |
| 2809     | 5.2                             |
| 2810     | 5.2                             |
| 2814     | 5.2                             |
| 2815     | 5.2                             |
| 2816     | 5.2                             |
| 2817     | 5.2                             |
| 2818     | 5.2                             |
| 2819     | 5.2                             |
| 2820     | 5.2                             |
| 2821     | 5.2                             |
| 2822     | 5.2                             |
| 2823     | 5.2                             |
| 2824     | 5.2                             |
| 2825     | 5.2                             |
| 2826     | 5.2                             |
| 2828     | 5.2                             |
| 2829     | 5.2                             |
| 2830     | 5.2                             |
| 2831     | 5.2                             |
| 2832     | 5.2                             |
| 2833     | 5.2                             |
| 2834     | 5.2                             |
| 2835     | 5.2                             |
| 2836     | 5.2                             |
| 2837     | 5.2                             |
| 2839     | 5.2                             |
| 2840     | 5.2                             |
| 2842     | 5.2                             |
| 2843     | 5.2                             |
| 2844     | 5.2                             |
| 2845     | 5.2                             |
| 2846     | 5.2                             |
| 2848     | 5.2                             |
| 2849     | 5.2                             |
| 2850     | 5.2                             |
| 2864     | 5.2                             |
| 2865     | 5.2                             |
| 2866     | 5.2                             |
| 2868     | 5.2                             |
| 2869     | 5.2                             |
| 2870     | 5.2                             |
| 2871     | 5.2                             |
| 2872     | 5.2                             |
| 2873     | 5.2                             |
| 2874     | 5.2                             |
| 2875     | 5.2                             |
| 2876     | 5.2                             |
| 2877     | 5.2                             |
| 2878     | 5.2                             |
| 2879     | 5.2                             |
| 2881     | 5.2                             |
| 2882     | 5.2                             |
| 2883     | 5.2                             |
| 2884     | 5.2                             |
| 2885     | 5.2                             |
| 2886     | 5.2                             |
| 2887     | 5.2                             |
| 2888     | 5.2                             |
| 2890     | 5.2                             |
| 2891     | 5.2                             |
| 2892     | 5.2                             |
| 2893     | 5.2                             |
| 2894     | 5.2                             |
| 2895     | 5.2                             |
| 2896     | 5.2                             |
| 2897     | 5.2                             |
| 2899     | 5.2                             |
| 2900     | 5.2                             |
| 2901     | 5.2                             |
| 2902     | 5.2                             |
| 2903     | 5.2                             |
| 2904     | 5.2                             |
| 2905     | 5.2                             |
| 2907     | 5.2                             |
| 2908     | 5.2                             |
| 2909     | 5.2                             |
| 2910     | 5.2                             |
| 2911     | 5.2                             |
| 2912     | 5.2                             |
| 2914     | 5.2                             |
| 2915     | 5.2                             |
| 2917     | 5.2                             |
| 2918     | 5.2                             |
| 2919     | 5.2                             |
| 2920     | 5.2                             |
| 2921     | 5.2                             |
| 2922     | 5.2                             |
| 2924     | 5.2                             |
| 2925     | 5.2                             |
| 2926     | 5.2                             |
| 2927     | 5.2                             |
| 2928     | 5.2                             |
| 2929     | 5.2                             |
| 2931     | 5.2                             |
| 2932     | 5.2                             |
| 2933     | 5.2                             |
| 2934     | 5.2                             |
| 2936     | 5.2                             |
| 2937     | 5.2                             |
| 2938     | 5.2                             |
| 2939     | 5.2                             |
| 2940     | 5.2                             |
| 2941     | 5.2                             |
| 2942     | 5.2                             |
| 2943     | 5.2                             |
| 2944     | 5.2                             |
| 2945     | 5.2                             |
| 2946     | 5.2                             |
| 2947     | 5.2                             |
| 2948     | 5.2                             |
| 2949     | 5.2                             |
| 2950     | 5.2                             |
| 2951     | 5.2                             |
| 2953     | 5.2                             |
| 2956     | 5.2                             |
| 2957     | 5.2                             |
| 2958     | 5.2                             |
| 2959     | 5.2                             |
| 2960     | 5.2                             |
| 2961     | 5.2                             |
| 2962     | 5.2                             |
| 2963     | 5.2                             |
| 2964     | 5.2                             |
| 2965     | 5.2                             |
| 2966     | 5.2                             |
| 2967     | 5.2                             |
| 2968     | 5.2                             |
| 2969     | 5.2                             |
| 2970     | 5.2                             |
| 2971     | 5.2                             |
| 2972     | 5.2                             |
| 2973     | 5.2                             |
| 2974     | 5.2                             |
| 2975     | 5.2                             |
| 2976     | 5.2                             |
| 2977     | 5.2                             |
| 2978     | 5.2                             |
| 2979     | 5.2                             |
| 2980     | 5.2                             |
| 2981     | 5.2                             |
| 2982     | 5.2                             |
| 2983     | 5.2                             |
| 2984     | 5.2                             |
| 2985     | 5.2                             |
| 2986     | 5.2                             |
| 2987     | 5.2                             |
| 2988     | 5.2                             |
| 2989     | 5.2                             |
| 2990     | 5.2                             |
| 2992     | 5.2                             |
| 2993     | 5.2                             |
| 2994     | 5.2                             |
| 2995     | 5.2                             |
| 2996     | 5.2                             |
| 2997     | 5.2                             |
| 2998     | 5.2                             |
| 3000     | 5.2                             |
| 3001     | 5.2                             |
| 3002     | 5.2                             |
| 3003     | 5.2                             |
| 3004     | 5.2                             |
| 3005     | 5.2                             |
| 3006     | 5.2                             |
| 3007     | 5.2                             |
| 3010     | 5.2                             |
| 3015     | 5.2                             |
| 3016     | 5.2                             |
| 3018     | 5.2                             |
| 3019     | 5.2                             |
| 3020     | 5.2                             |
| 3021     | 5.2                             |
| 3022     | 5.2                             |
| 3023     | 5.2                             |
| 3024     | 5.2                             |
| 3025     | 5.2                             |
| 3026     | 5.2                             |
| 3027     | 5.2                             |
| 3028     | 5.2                             |
| 3029     | 5.2                             |
| 3030     | 5.2                             |
| 3031     | 5.2                             |
| 3032     | 5.2                             |
| 3033     | 5.2                             |
| 3034     | 5.2                             |
| 3035     | 5.2                             |
| 3036     | 5.2                             |
| 3037     | 5.2                             |
| 3039     | 5.2                             |
| 3040     | 5.2                             |
| 3041     | 5.2                             |
| 3042     | 5.2                             |
| 3043     | 5.2                             |
| 3044     | 5.2                             |
| 3045     | 5.2                             |
| 3048     | 5.2                             |
| 3049     | 5.2                             |
| 3050     | 5.2                             |
| 3051     | 5.2                             |
| 3052     | 5.2                             |
| 3053     | 5.2                             |
| 3054     | 5.2                             |
| 3055     | 5.2                             |
| 3056     | 5.2                             |
| 3058     | 5.2                             |
| 3059     | 5.2                             |
| 3060     | 5.2                             |
| 3061     | 5.2                             |
| 3063     | 5.2                             |
| 3064     | 5.2                             |
| 3067     | 5.2                             |
| 3068     | 5.2                             |
| 3069     | 5.2                             |
| 3070     | 5.2                             |
| 3071     | 5.2                             |
| 3072     | 5.2                             |
| 3073     | 5.2                             |
| 3074     | 5.2                             |
| 3075     | 5.2                             |
| 3076     | 5.2                             |
| 3077     | 5.2                             |
| 3078     | 5.2                             |
| 3079     | 5.2                             |
| 3080     | 5.2                             |
| 3081     | 5.2                             |
| 3082     | 5.2                             |
| 3083     | 5.2                             |
| 3084     | 5.2                             |
| 3085     | 5.2                             |
| 3087     | 5.2                             |
| 3089     | 5.2                             |
| 3096     | 5.2                             |
| 3097     | 5.2                             |
| 3098     | 5.2                             |
| 3099     | 5.2                             |
| 3100     | 5.2                             |
| 3101     | 5.2                             |
| 3102     | 5.2                             |
| 3103     | 5.2                             |
| 3104     | 5.2                             |
| 3105     | 5.2                             |
| 3106     | 5.2                             |
| 3107     | 5.2                             |
| 3109     | 5.2                             |
| 3110     | 5.2                             |
| 3111     | 5.2                             |
| 3112     | 5.2                             |
| 3113     | 5.2                             |
| 3114     | 5.2                             |
| 3115     | 5.2                             |
| 3116     | 5.2                             |
| 3117     | 5.2                             |
| 3118     | 5.2                             |
| 3119     | 5.2                             |
| 3121     | 5.2                             |
| 3122     | 5.2                             |
| 3123     | 5.2                             |
| 3124     | 5.2                             |
| 3125     | 5.2                             |
| 3126     | 5.2                             |
| 3127     | 5.2                             |
| 3128     | 5.2                             |
| 3129     | 5.2                             |
| 3130     | 5.2                             |
| 3131     | 5.2                             |
| 3132     | 5.2                             |
| 3133     | 5.2                             |
| 3134     | 5.2                             |
| 3135     | 5.2                             |
| 3136     | 5.2                             |
| 3137     | 5.2                             |
| 3138     | 5.2                             |
| 3139     | 5.2                             |
| 3141     | 5.2                             |
| 3143     | 5.2                             |
| 3144     | 5.2                             |
| 3145     | 5.2                             |
| 3146     | 5.2                             |
| 3148     | 5.2                             |
| 3149     | 5.2                             |
| 3150     | 5.2                             |
| 3151     | 5.2                             |
| 3152     | 5.2                             |
| 3153     | 5.2                             |
| 3154     | 5.2                             |
| 3155     | 5.2                             |
| 3156     | 5.2                             |
| 3157     | 5.2                             |
| 3158     | 5.2                             |
| 3159     | 5.2                             |
| 3160     | 5.2                             |
| 3161     | 5.2                             |
| 3162     | 5.2                             |
| 3163     | 5.2                             |
| 3164     | 5.2                             |
| 3165     | 5.2                             |
| 3166     | 5.2                             |
| 3167     | 5.2                             |
| 3168     | 5.2                             |
| 3169     | 5.2                             |
| 3170     | 5.2                             |
| 3171     | 5.2                             |
| 3172     | 5.2                             |
| 3173     | 5.2                             |
| 3174     | 5.2                             |
| 3175     | 5.2                             |
| 3176     | 5.2                             |
| 3177     | 5.2                             |
| 3178     | 5.2                             |
| 3179     | 5.2                             |
| 3180     | 5.2                             |
| 3181     | 5.2                             |
| 3182     | 5.2                             |
| 3183     | 5.2                             |
| 3184     | 5.2                             |
| 3185     | 5.2                             |
| 3186     | 5.2                             |
| 3187     | 5.2                             |
| 3188     | 5.2                             |
| 3190     | 5.2                             |
| 3191     | 5.2                             |
| 3192     | 5.2                             |
| 3193     | 5.2                             |
| 3194     | 5.2                             |
| 3195     | 5.2                             |
| 3196     | 5.2                             |
| 3197     | 5.2                             |
| 3198     | 5.2                             |
| 3199     | 5.2                             |
| 3201     | 5.2                             |
| 3204     | 5.2                             |
| 3205     | 5.2                             |
| 3206     | 5.2                             |
| 3207     | 5.2                             |
| 3208     | 5.2                             |
| 3209     | 5.2                             |
| 3211     | 5.2                             |
| 3212     | 5.2                             |
| 3213     | 5.2                             |
| 3214     | 5.2                             |
| 3215     | 5.2                             |
| 3216     | 5.2                             |
| 3217     | 5.2                             |
| 3218     | 5.2                             |
| 3219     | 5.2                             |
| 3220     | 5.2                             |
| 3221     | 5.2                             |
| 3222     | 5.2                             |
| 3223     | 5.2                             |
| 3224     | 5.2                             |
| 3225     | 5.2                             |
| 3226     | 5.2                             |
| 3227     | 5.2                             |
| 3230     | 5.2                             |
| 3232     | 5.2                             |
| 2733     | 5.2-dsmrr                       |
| 2734     | 5.2-dsmrr                       |
| 2736     | 5.2-dsmrr                       |
| 2737     | 5.2-dsmrr                       |
| 2738     | 5.2-dsmrr                       |
| 2739     | 5.2-dsmrr                       |
| 2740     | 5.2-dsmrr                       |
| 2741     | 5.2-dsmrr                       |
| 2742     | 5.2-dsmrr                       |
| 2743     | 5.2-dsmrr                       |
| 2902     | 5.2-percona                     |
| 2906     | 5.2-percona                     |
| 2907     | 5.2-percona                     |
| 2908     | 5.2-percona                     |
| 2909     | 5.2-percona                     |
| 2756     | 5.2-pluggable-auth              |
| 2757     | 5.2-pluggable-auth              |
| 2759     | 5.2-pluggable-auth              |
| 2760     | 5.2-pluggable-auth              |
| 2761     | 5.2-pluggable-auth              |
| 2762     | 5.2-pluggable-auth              |
| 2763     | 5.2-pluggable-auth              |
| 2764     | 5.2-pluggable-auth              |
| 2765     | 5.2-pluggable-auth              |
| 3061     | 5.2-release                     |
| 3063     | 5.2-release                     |
| 3066     | 5.2-release                     |
| 3151     | 5.2-release                     |
| 3153     | 5.2-release                     |
| 2833     | 5.2-serg                        |
| 2837     | 5.2-serg                        |
| 2838     | 5.2-serg                        |
| 2839     | 5.2-serg                        |
| 2840     | 5.2-serg                        |
| 2841     | 5.2-serg                        |
| 2842     | 5.2-serg                        |
| 2843     | 5.2-serg                        |
| 2844     | 5.2-serg                        |
| 2845     | 5.2-serg                        |
| 2859     | 5.2-serg                        |
| 2861     | 5.2-serg                        |
| 2862     | 5.2-serg                        |
| 2864     | 5.2-serg                        |
| 2865     | 5.2-serg                        |
| 2866     | 5.2-serg                        |
| 2870     | 5.2-serg                        |
| 2879     | 5.2-serg                        |
| 2880     | 5.2-serg                        |
| 2881     | 5.2-serg                        |
| 2887     | 5.2-serg                        |
| 2901     | 5.2-serg                        |
| 2902     | 5.2-serg                        |
| 2903     | 5.2-serg                        |
| 2910     | 5.2-serg                        |
| 2911     | 5.2-serg                        |
| 2912     | 5.2-serg                        |
| 2917     | 5.2-serg                        |
| 2937     | 5.2-serg                        |
| 2941     | 5.2-serg                        |
| 2942     | 5.2-serg                        |
| 2944     | 5.2-serg                        |
| 2952     | 5.2-serg                        |
| 2954     | 5.2-serg                        |
| 2958     | 5.2-serg                        |
| 2960     | 5.2-serg                        |
| 2961     | 5.2-serg                        |
| 2966     | 5.2-serg                        |
| 2982     | 5.2-serg                        |
| 2983     | 5.2-serg                        |
| 2984     | 5.2-serg                        |
| 2985     | 5.2-serg                        |
| 2986     | 5.2-serg                        |
| 2999     | 5.2-serg                        |
| 3004     | 5.2-serg                        |
| 3037     | 5.2-serg                        |
| 3038     | 5.2-serg                        |
| 3039     | 5.2-serg                        |
| 3042     | 5.2-serg                        |
| 3047     | 5.2-serg                        |
| 3048     | 5.2-serg                        |
| 3049     | 5.2-serg                        |
| 3050     | 5.2-serg                        |
| 3051     | 5.2-serg                        |
| 3052     | 5.2-serg                        |
| 3055     | 5.2-serg                        |
| 3057     | 5.2-serg                        |
| 3058     | 5.2-serg                        |
| 3059     | 5.2-serg                        |
| 3060     | 5.2-serg                        |
| 3061     | 5.2-serg                        |
| 3063     | 5.2-serg                        |
| 3064     | 5.2-serg                        |
| 3065     | 5.2-serg                        |
| 3067     | 5.2-serg                        |
| 3076     | 5.2-serg                        |
| 3078     | 5.2-serg                        |
| 3084     | 5.2-serg                        |
| 3088     | 5.2-serg                        |
| 3091     | 5.2-serg                        |
| 3096     | 5.2-serg                        |
| 3128     | 5.2-serg                        |
| 3130     | 5.2-serg                        |
| 3132     | 5.2-serg                        |
| 3134     | 5.2-serg                        |
| 3135     | 5.2-serg                        |
| 3136     | 5.2-serg                        |
| 3137     | 5.2-serg                        |
| 3138     | 5.2-serg                        |
| 3141     | 5.2-serg                        |
| 3143     | 5.2-serg                        |
| 3152     | 5.2-serg                        |
| 3153     | 5.2-serg                        |
| 3157     | 5.2-serg                        |
| 3158     | 5.2-serg                        |
| 3164     | 5.2-serg                        |
| 3165     | 5.2-serg                        |
| 3167     | 5.2-serg                        |
| 3170     | 5.2-serg                        |
| 3171     | 5.2-serg                        |
| 3173     | 5.2-serg                        |
| 3174     | 5.2-serg                        |
| 3176     | 5.2-serg                        |
| 3182     | 5.2-serg                        |
| 3191     | 5.2-serg                        |
| 3193     | 5.2-serg                        |
| 3194     | 5.2-serg                        |
| 3203     | 5.2-serg                        |
| 3206     | 5.2-serg                        |
| 3207     | 5.2-serg                        |
| 3208     | 5.2-serg                        |
| 3209     | 5.2-serg                        |
| 3212     | 5.2-serg                        |
| 3222     | 5.2-serg                        |
| 3223     | 5.2-serg                        |
| 3224     | 5.2-serg                        |
| 3225     | 5.2-serg                        |
| 3230     | 5.2-serg                        |
| 2913     | 5.2-windows-packaging           |
| 2915     | 5.2-windows-packaging           |
| 2916     | 5.2-windows-packaging           |
| 2917     | 5.2-windows-packaging           |
| 2918     | 5.2-windows-packaging           |
| 2919     | 5.2-windows-packaging           |
| 2920     | 5.2-windows-packaging           |
| 2922     | 5.2-windows-packaging           |
| 2923     | 5.2-windows-packaging           |
| 2925     | 5.2-windows-packaging           |
| 2926     | 5.2-windows-packaging           |
| 2927     | 5.2-windows-packaging           |
| 2928     | 5.2-windows-packaging           |
| 2929     | 5.2-windows-packaging           |
| 2931     | 5.2-windows-packaging           |
| 2932     | 5.2-windows-packaging           |
| 2933     | 5.2-windows-packaging           |
| 2982     | 5.2-windows-packaging           |
| 2986     | 5.2-windows-packaging           |
| 2987     | 5.2-windows-packaging           |
| 2988     | 5.2-windows-packaging           |
| 2989     | 5.2-windows-packaging           |
| 2990     | 5.2-windows-packaging           |
| 2743     | 5.3                             |
| 2744     | 5.3                             |
| 2787     | 5.3                             |
| 2788     | 5.3                             |
| 2793     | 5.3                             |
| 2796     | 5.3                             |
| 2799     | 5.3                             |
| 2800     | 5.3                             |
| 2801     | 5.3                             |
| 2802     | 5.3                             |
| 2803     | 5.3                             |
| 2804     | 5.3                             |
| 2805     | 5.3                             |
| 2806     | 5.3                             |
| 2807     | 5.3                             |
| 2808     | 5.3                             |
| 2809     | 5.3                             |
| 2810     | 5.3                             |
| 2811     | 5.3                             |
| 2812     | 5.3                             |
| 2813     | 5.3                             |
| 2814     | 5.3                             |
| 2815     | 5.3                             |
| 2816     | 5.3                             |
| 2817     | 5.3                             |
| 2818     | 5.3                             |
| 2828     | 5.3                             |
| 2829     | 5.3                             |
| 2831     | 5.3                             |
| 2832     | 5.3                             |
| 2833     | 5.3                             |
| 2834     | 5.3                             |
| 2835     | 5.3                             |
| 2836     | 5.3                             |
| 2837     | 5.3                             |
| 2838     | 5.3                             |
| 2839     | 5.3                             |
| 2840     | 5.3                             |
| 2842     | 5.3                             |
| 2844     | 5.3                             |
| 2845     | 5.3                             |
| 2846     | 5.3                             |
| 2847     | 5.3                             |
| 2848     | 5.3                             |
| 2849     | 5.3                             |
| 2850     | 5.3                             |
| 2851     | 5.3                             |
| 2852     | 5.3                             |
| 2853     | 5.3                             |
| 2855     | 5.3                             |
| 2856     | 5.3                             |
| 2857     | 5.3                             |
| 2858     | 5.3                             |
| 2859     | 5.3                             |
| 2860     | 5.3                             |
| 2861     | 5.3                             |
| 2862     | 5.3                             |
